CustomerID,Age,Gender,Income,Location,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Tenure,CallMinutes,DataUsage,ServiceCalls,SatisfactionScore,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Churn
CID001976,34,Male,42100.0,Urban,Month-to-Month,Credit card,59.68,955.87,16,230.0,1.7,3,4.0,No,DSL,Yes,No,No,Yes,Yes
CID001977,56,Male,28800.0,Urban,Month-to-Month,Electronic check,89.36,5316.32,57,75.0,56.1,1,,No,Fiber optic,Yes,No,No,Yes,No
CID001978,54,Female,51700.0,Suburban,Month-to-Month,Bank transfer,61.24,412.87,7,272.0,79.4,1,4.0,No,DSL,Yes,No,Yes,No,Yes
CID001979,28,Male,45000.0,Suburban,Month-to-Month,Mailed check,62.3,770.49,13,141.0,30.6,1,2.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes
CID001980,46,Male,218700.0,Urban,One Year,Electronic check,46.9,564.03,12,238.0,23.9,0,4.0,No,Fiber optic,Yes,No,No,Yes,No
CID001981,25,Female,26500.0,Suburban,Month-to-Month,Mailed check,50.95,313.79,6,101.0,23.0,1,5.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID001982,19,Female,64300.0,Suburban,Month-to-Month,Electronic check,50.37,153.35,3,83.0,42.9,2,5.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes
CID001983,30,Female,71200.0,Urban,Two Year,Credit card,38.06,3384.8,85,81.0,,1,5.0,Yes,Fiber optic,No,Yes,No,Yes,No
CID001984,52,Female,28300.0,Rural,Month-to-Month,Credit card,45.04,610.53,14,347.0,10.2,5,3.0,No,No,No,No,No,No,No
CID001985,54,Male,96800.0,Rural,Month-to-Month,Electronic check,99.87,101.81,1,266.0,88.0,3,2.0,Yes,DSL,Yes,No,No,No,No
CID001986,47,Female,45300.0,Suburban,Month-to-Month,Bank transfer,97.87,1312.5,13,200.0,1.2,2,5.0,No,DSL,No,No,Yes,No,Yes
CID001987,50,Male,10500.0,Rural,Month-to-Month,Electronic check,92.95,2419.5,25,241.0,27.4,1,5.0,No,DSL,No,No,Yes,Yes,Yes
CID001988,47,Male,95000.0,Urban,Two Year,Bank transfer,50.73,763.12,15,135.0,22.0,3,5.0,No,No,No,No,No,No,No
CID001989,30,Male,27400.0,Urban,Month-to-Month,Credit card,61.49,485.19,8,250.0,25.5,3,3.0,Yes,Fiber optic,Yes,No,No,Yes,No
CID001990,46,Female,28800.0,Urban,Two Year,Credit card,55.2,57.71,1,196.0,25.7,3,4.0,Yes,DSL,Yes,Yes,Yes,No,No
CID001991,52,Male,96900.0,Suburban,Month-to-Month,Electronic check,99.44,2046.77,20,248.0,3.3,1,5.0,Yes,DSL,Yes,No,Yes,Yes,No
CID001992,51,Female,47000.0,Suburban,Month-to-Month,Electronic check,74.53,5127.58,69,176.0,3.6,4,,No,DSL,No,No,Yes,Yes,No
CID001993,57,Female,113800.0,Suburban,Month-to-Month,Mailed check,62.14,1324.67,21,160.0,1.7,3,3.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes
CID001994,50,Male,139700.0,Urban,One Year,Credit card,68.84,3567.73,53,179.0,69.7,2,5.0,No,Fiber optic,No,No,Yes,Yes,No
CID001995,45,Female,38100.0,Urban,Month-to-Month,Credit card,137.07,12200.68,88,137.0,23.5,0,4.0,No,Fiber optic,No,Yes,Yes,Yes,Yes
CID001996,56,Female,104300.0,Rural,Two Year,Electronic check,42.09,338.07,8,222.0,2.0,2,4.0,No,Fiber optic,No,No,Yes,No,No
CID001997,39,Female,35300.0,Rural,Month-to-Month,Credit card,49.17,187.62,4,195.0,14.2,1,5.0,Yes,Fiber optic,No,No,No,No,Yes
CID001998,26,Male,285800.0,Suburban,Month-to-Month,Credit card,94.49,6464.43,66,169.0,11.1,0,3.0,No,Fiber optic,Yes,No,No,No,No
CID001999,37,Female,36900.0,Suburban,Month-to-Month,Electronic check,90.73,4078.85,45,124.0,4.0,2,4.0,No,Fiber optic,Yes,No,Yes,Yes,Yes
CID002000,28,Male,122800.0,Suburban,One Year,Credit card,44.38,44.29,1,208.0,,0,5.0,Yes,Fiber optic,No,No,Yes,No,No
CID002001,29,Female,108100.0,Urban,Month-to-Month,Electronic check,76.19,969.02,13,377.0,37.4,1,2.0,Yes,Fiber optic,Yes,No,No,Yes,Yes
CID002002,37,Male,74700.0,Urban,Month-to-Month,Electronic check,63.17,61.25,1,,15.6,2,1.0,No,Fiber optic,No,No,Yes,Yes,No
CID002003,28,Male,37400.0,Suburban,Month-to-Month,Electronic check,45.1,2561.23,58,306.0,18.5,2,5.0,No,No,No,No,No,No,No
CID002004,35,Female,53900.0,Suburban,One Year,Mailed check,42.12,128.26,3,141.0,14.3,3,5.0,Yes,Fiber optic,No,No,No,No,Yes
CID002005,18,Female,13300.0,Urban,One Year,Credit card,51.4,197.33,4,260.0,20.0,1,5.0,No,DSL,Yes,No,No,Yes,No
CID002006,43,Female,70100.0,Rural,One Year,Mailed check,62.39,429.43,7,205.0,33.0,1,4.0,No,No,No,No,No,No,No
CID002007,40,Male,76500.0,Rural,Month-to-Month,Electronic check,84.08,88.11,1,276.0,52.2,0,4.0,No,DSL,Yes,Yes,Yes,Yes,Yes
CID002008,27,Male,65700.0,Urban,Two Year,Electronic check,46.03,269.87,6,200.0,22.4,2,5.0,Yes,No,No,No,No,No,No
CID002009,49,Female,7500.0,Suburban,One Year,Bank transfer,55.96,117.14,2,110.0,3.4,4,5.0,Yes,DSL,No,Yes,No,No,No
CID002010,54,Female,24700.0,Rural,Month-to-Month,Bank transfer,81.58,626.85,8,179.0,37.0,3,2.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID002011,18,Female,35500.0,Urban,Month-to-Month,Bank transfer,63.9,4999.17,76,90.0,11.6,3,,No,No,No,No,No,No,No
CID002012,28,Male,73400.0,Suburban,Month-to-Month,Electronic check,64.77,1480.73,23,91.0,24.8,3,4.0,No,DSL,No,No,No,Yes,No
CID002013,28,Male,,Suburban,Month-to-Month,Credit card,93.36,452.55,5,150.0,5.5,1,5.0,No,No,No,No,No,No,Yes
CID002014,25,Female,53100.0,Urban,Two Year,Credit card,46.22,142.65,3,108.0,4.5,0,4.0,No,Fiber optic,No,No,Yes,Yes,No
CID002015,52,Female,93400.0,Rural,One Year,Mailed check,50.78,3234.52,67,150.0,1.4,3,2.0,No,Fiber optic,Yes,No,No,No,No
CID002016,37,Male,,Urban,Two Year,Bank transfer,43.98,173.23,4,121.0,9.4,2,3.0,No,DSL,Yes,No,Yes,No,Yes
CID002017,36,Female,,Urban,Month-to-Month,Credit card,66.62,67.32,1,124.0,22.7,0,4.0,No,Fiber optic,Yes,No,No,Yes,No
CID002018,18,Female,83500.0,Urban,Month-to-Month,Bank transfer,95.44,928.72,10,259.0,9.6,4,5.0,Yes,Fiber optic,No,Yes,No,Yes,No
CID002019,49,Male,78000.0,Urban,Month-to-Month,Bank transfer,78.67,232.06,3,169.0,6.9,0,,No,DSL,No,No,No,Yes,No
CID002020,21,Male,52700.0,Urban,Month-to-Month,Bank transfer,67.5,1230.1,19,130.0,131.8,2,5.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID002021,40,Male,215700.0,Suburban,One Year,Electronic check,58.37,302.16,5,190.0,169.0,1,,No,Fiber optic,No,No,Yes,No,No
CID002022,44,Female,84600.0,Urban,Month-to-Month,Bank transfer,85.44,339.1,4,177.0,23.2,3,,No,DSL,No,No,Yes,No,No
CID002023,60,Male,,Suburban,One Year,Credit card,58.3,2924.07,52,200.0,9.8,2,4.0,No,Fiber optic,No,No,No,No,Yes
CID002024,20,Male,71200.0,Suburban,One Year,Electronic check,58.08,225.33,4,214.0,49.4,2,2.0,No,Fiber optic,No,No,Yes,Yes,Yes
CID002025,18,Female,101400.0,Urban,One Year,Credit card,65.0,3113.39,49,167.0,33.4,1,3.0,Yes,DSL,No,No,No,No,No
CID002026,42,Male,39700.0,Suburban,Month-to-Month,Bank transfer,55.68,54.17,1,107.0,23.9,1,,No,No,No,No,No,No,Yes
CID002027,67,Male,128300.0,Suburban,One Year,Mailed check,89.34,625.59,7,218.0,59.7,0,4.0,Yes,Fiber optic,Yes,No,Yes,No,No
CID002028,58,Male,78200.0,Suburban,Two Year,Bank transfer,68.89,71.68,1,221.0,14.7,2,3.0,No,Fiber optic,No,No,No,Yes,No
CID002029,43,Female,11600.0,Urban,Two Year,Mailed check,50.87,344.83,7,201.0,7.4,0,5.0,No,Fiber optic,No,No,Yes,No,Yes
CID002030,32,Female,73800.0,Suburban,One Year,Credit card,58.22,2665.65,46,202.0,85.3,3,4.0,No,Fiber optic,Yes,Yes,Yes,Yes,No
CID002031,52,Male,45100.0,Rural,One Year,Mailed check,46.73,142.49,3,,49.2,1,4.0,Yes,DSL,No,No,Yes,No,No
CID002032,25,Female,87200.0,Urban,Month-to-Month,Credit card,71.54,69.28,1,181.0,60.8,2,1.0,No,Fiber optic,Yes,No,No,No,Yes
CID002033,47,Female,116000.0,Urban,One Year,Mailed check,45.13,653.53,15,90.0,62.6,2,4.0,Yes,Fiber optic,No,No,No,No,Yes
CID002034,47,Male,,Suburban,One Year,Bank transfer,57.72,222.92,4,211.0,12.1,2,5.0,No,Fiber optic,No,No,No,No,Yes
CID002035,55,Male,192100.0,Urban,One Year,Credit card,71.16,369.39,5,150.0,49.3,2,,Yes,No,No,No,No,No,No
CID002036,81,Male,52800.0,Suburban,One Year,Electronic check,75.55,1080.05,14,184.0,55.0,0,,No,Fiber optic,Yes,No,Yes,No,No
CID002037,45,Male,92700.0,Urban,Month-to-Month,Bank transfer,99.15,975.28,10,237.0,19.8,1,5.0,Yes,Fiber optic,Yes,No,No,Yes,Yes
CID002038,32,Female,105200.0,Urban,Month-to-Month,Electronic check,79.25,494.64,6,91.0,24.5,4,5.0,No,Fiber optic,No,Yes,No,Yes,No
CID002039,39,Female,55900.0,Suburban,Month-to-Month,Credit card,52.42,109.59,2,154.0,21.5,3,4.0,Yes,Fiber optic,Yes,No,Yes,No,No
CID002040,18,Male,103300.0,Urban,Month-to-Month,Bank transfer,99.45,98.44,1,230.0,0.4,2,5.0,No,No,No,No,No,No,Yes
CID002041,29,Male,39500.0,Urban,Month-to-Month,Credit card,89.23,178.65,2,147.0,19.2,2,2.0,No,DSL,No,No,Yes,No,Yes
CID002042,33,Male,44500.0,Urban,Month-to-Month,Credit card,61.89,3721.71,61,114.0,1.0,3,5.0,No,Fiber optic,No,Yes,Yes,Yes,No
CID002043,32,Female,23900.0,Urban,Month-to-Month,Electronic check,50.1,97.47,2,236.0,15.0,6,5.0,No,DSL,Yes,Yes,No,Yes,Yes
CID002044,42,Male,70900.0,Rural,One Year,Electronic check,62.94,776.43,12,235.0,1.2,0,1.0,No,Fiber optic,No,No,No,Yes,No
CID002045,27,Female,75200.0,Rural,Month-to-Month,Bank transfer,96.13,195.13,2,206.0,15.2,0,5.0,No,No,No,No,No,No,No
CID002046,56,Male,136700.0,Urban,Month-to-Month,Mailed check,61.5,5643.37,93,116.0,9.1,0,4.0,Yes,Fiber optic,No,Yes,No,Yes,No
CID002047,40,Female,104200.0,Suburban,Month-to-Month,Electronic check,73.1,7650.51,110,171.0,37.2,2,4.0,No,DSL,No,No,No,No,No
CID002048,39,Female,,Urban,Month-to-Month,Electronic check,81.94,1934.31,23,430.0,16.3,0,4.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID002049,35,Male,26200.0,Suburban,Month-to-Month,Bank transfer,41.09,2295.83,56,177.0,17.9,2,4.0,No,No,No,No,No,No,Yes
CID002050,42,Female,81100.0,Urban,Month-to-Month,Electronic check,57.67,165.62,3,134.0,58.5,0,3.0,No,Fiber optic,Yes,Yes,No,No,No
CID002051,52,Female,130300.0,Urban,Two Year,Credit card,66.24,63.75,1,169.0,16.5,2,1.0,Yes,Fiber optic,No,No,Yes,No,No
CID002052,26,Male,101600.0,Suburban,Month-to-Month,Credit card,31.41,2258.74,71,143.0,4.3,1,5.0,Yes,DSL,No,Yes,No,No,No
CID002053,30,Female,127900.0,Urban,One Year,Credit card,78.07,1098.04,14,134.0,3.0,0,4.0,No,No,No,No,No,No,Yes
CID002054,35,Male,51600.0,Urban,Two Year,Electronic check,61.93,1447.75,24,104.0,9.1,3,1.0,No,DSL,No,No,No,No,No
CID002055,19,Female,43200.0,Suburban,Two Year,Electronic check,54.27,889.37,17,219.0,7.7,2,4.0,No,No,No,No,No,No,No
CID002056,27,Male,35700.0,Suburban,Month-to-Month,Mailed check,72.9,4466.58,59,216.0,42.7,0,4.0,No,DSL,No,No,No,Yes,No
CID002057,32,Female,57600.0,Suburban,Month-to-Month,Credit card,37.18,752.27,21,349.0,35.6,3,5.0,No,Fiber optic,Yes,Yes,Yes,Yes,No
CID002058,53,Female,56700.0,Suburban,Month-to-Month,Electronic check,79.77,5811.34,76,175.0,1.5,1,4.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID002059,43,Female,69200.0,Suburban,Month-to-Month,Electronic check,61.39,807.64,13,117.0,5.6,2,5.0,No,Fiber optic,No,No,No,No,No
CID002060,42,Female,54700.0,Urban,Month-to-Month,Electronic check,94.24,91.91,1,235.0,14.9,2,4.0,Yes,DSL,Yes,No,Yes,No,Yes
CID002061,52,Female,54500.0,Urban,One Year,Bank transfer,65.06,3964.73,60,,2.3,2,3.0,No,Fiber optic,Yes,No,No,Yes,No
CID002062,37,Male,34800.0,Suburban,Month-to-Month,Bank transfer,39.03,194.94,5,107.0,4.5,3,3.0,No,DSL,No,No,Yes,No,No
CID002063,45,Female,115700.0,Suburban,Month-to-Month,Electronic check,54.66,53.08,1,,,4,5.0,Yes,DSL,No,Yes,Yes,No,No
CID002064,38,Female,63200.0,Suburban,Month-to-Month,Mailed check,38.83,2452.49,66,265.0,19.5,1,3.0,No,DSL,No,No,Yes,No,No
CID002065,43,Female,53000.0,Suburban,Two Year,Bank transfer,36.67,3088.41,88,81.0,39.8,5,4.0,No,Fiber optic,Yes,No,No,No,No
CID002066,31,Female,35500.0,Urban,One Year,Mailed check,72.94,3678.31,50,239.0,10.0,0,5.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID002067,18,Female,,Urban,Month-to-Month,Bank transfer,65.12,334.01,5,256.0,11.7,0,4.0,No,DSL,No,No,Yes,Yes,No
CID002068,37,Female,149600.0,Urban,Month-to-Month,Credit card,55.53,169.75,3,110.0,48.9,3,5.0,No,Fiber optic,Yes,No,No,Yes,No
CID002069,61,Male,88300.0,Suburban,Month-to-Month,Bank transfer,69.44,1822.2,26,,26.8,0,4.0,Yes,No,No,No,No,No,No
CID002070,53,Male,19200.0,Suburban,One Year,Bank transfer,54.27,2266.15,43,109.0,28.4,3,3.0,No,Fiber optic,Yes,No,No,No,No
CID002071,54,Male,102200.0,Rural,One Year,Credit card,62.35,710.66,11,276.0,25.5,2,2.0,Yes,DSL,Yes,No,No,Yes,Yes
CID002072,58,Male,114200.0,Suburban,One Year,Credit card,91.9,186.17,2,40.0,19.5,5,4.0,No,DSL,Yes,No,No,No,Yes
CID002073,41,Female,65300.0,Rural,Month-to-Month,Electronic check,69.64,2910.69,41,172.0,118.1,3,4.0,No,Fiber optic,No,No,No,Yes,No
CID002074,42,Male,183300.0,Suburban,One Year,Electronic check,76.8,597.43,8,252.0,56.2,3,4.0,Yes,DSL,No,No,Yes,Yes,Yes
CID002075,30,Male,69700.0,Rural,One Year,Credit card,31.36,30.61,1,191.0,31.0,2,4.0,No,No,No,No,No,No,No
CID002076,35,Other,22200.0,Suburban,Two Year,Electronic check,46.23,721.71,15,196.0,,2,3.0,No,DSL,No,No,No,No,No
CID002077,49,Male,77300.0,Rural,Month-to-Month,Credit card,45.01,224.51,5,230.0,2.2,5,2.0,Yes,DSL,No,No,Yes,No,Yes
CID002078,58,Male,71100.0,Urban,Month-to-Month,Electronic check,74.78,300.73,4,184.0,16.6,2,,No,Fiber optic,No,No,Yes,No,Yes
CID002079,37,Male,39200.0,Urban,Month-to-Month,Credit card,85.42,574.67,7,123.0,17.1,2,4.0,No,Fiber optic,Yes,No,Yes,No,No
CID002080,33,Male,89500.0,Suburban,Month-to-Month,Bank transfer,87.53,346.43,4,196.0,1.3,3,5.0,No,No,No,No,No,No,No
CID002081,40,Female,18600.0,Rural,One Year,Credit card,58.0,3614.69,60,173.0,35.2,3,4.0,No,No,No,No,No,No,No
CID002082,49,Female,119800.0,Urban,One Year,Electronic check,78.2,325.32,4,242.0,0.0,1,5.0,Yes,DSL,No,No,Yes,No,No
CID002083,18,Female,32400.0,Urban,Month-to-Month,Credit card,76.37,6172.09,79,231.0,,3,4.0,No,Fiber optic,Yes,Yes,No,Yes,No
CID002084,18,Male,30000.0,Suburban,Month-to-Month,Electronic check,81.43,2454.05,30,242.0,58.4,1,3.0,No,No,No,No,No,No,No
CID002085,31,Female,55300.0,Suburban,Month-to-Month,Electronic check,60.53,63.14,1,347.0,10.4,5,2.0,Yes,No,No,No,No,No,Yes
CID002086,21,Male,81100.0,Urban,Two Year,Electronic check,44.69,463.52,10,142.0,21.8,1,5.0,No,Fiber optic,No,No,Yes,Yes,No
CID002087,32,Male,67200.0,Suburban,Month-to-Month,Credit card,63.91,925.73,14,233.0,9.2,1,,No,Fiber optic,No,No,No,No,No
CID002088,37,Male,35600.0,Rural,Month-to-Month,Mailed check,95.74,795.16,8,101.0,4.9,2,4.0,No,No,No,No,No,No,Yes
CID002089,33,Male,42000.0,Rural,Month-to-Month,Bank transfer,60.54,60.26,1,158.0,32.7,1,1.0,No,Fiber optic,Yes,No,No,No,Yes
CID002090,61,Male,27100.0,Urban,Month-to-Month,Bank transfer,39.33,1892.65,48,134.0,5.7,2,,Yes,DSL,No,No,Yes,No,Yes
CID002091,44,Male,51200.0,Urban,One Year,Credit card,56.94,226.03,4,184.0,1.9,1,5.0,Yes,DSL,No,No,No,No,Yes
CID002092,44,Other,127100.0,Urban,Two Year,Bank transfer,44.05,90.21,2,254.0,14.3,3,2.0,No,DSL,No,Yes,No,No,Yes
CID002093,49,Male,59700.0,Urban,Month-to-Month,Bank transfer,90.92,4954.81,54,291.0,30.9,1,5.0,No,Fiber optic,Yes,No,No,No,Yes
CID002094,22,Male,109300.0,Urban,One Year,Bank transfer,62.39,477.64,8,239.0,21.7,2,2.0,No,Fiber optic,No,No,Yes,No,No
CID002095,55,Male,165800.0,Suburban,Month-to-Month,Credit card,79.21,4579.89,60,267.0,7.0,1,4.0,No,DSL,No,No,Yes,No,Yes
CID002096,38,Female,39700.0,Urban,Two Year,Electronic check,60.85,117.96,2,,42.6,1,4.0,Yes,DSL,No,No,No,No,No
CID002097,50,Male,52500.0,Rural,Month-to-Month,Electronic check,76.24,5893.06,76,357.0,2.6,3,5.0,No,DSL,No,Yes,No,No,No
CID002098,23,Female,273700.0,Rural,Month-to-Month,Electronic check,50.53,194.23,4,227.0,27.7,3,5.0,No,DSL,Yes,No,No,No,Yes
CID002099,18,Female,164600.0,Urban,Month-to-Month,Electronic check,77.77,780.87,10,107.0,23.3,1,,No,Fiber optic,No,No,No,Yes,Yes
CID002100,52,Male,18600.0,Rural,Month-to-Month,Mailed check,94.2,292.23,3,148.0,57.3,4,3.0,Yes,Fiber optic,No,No,Yes,Yes,Yes
CID002101,45,Male,78500.0,Suburban,Month-to-Month,Bank transfer,70.02,292.61,4,164.0,18.7,3,4.0,Yes,No,No,No,No,No,No
CID002102,26,Male,59900.0,Suburban,One Year,Credit card,61.2,6136.84,101,268.0,42.7,1,4.0,No,Fiber optic,Yes,No,No,Yes,Yes
CID002103,26,Female,106800.0,Urban,One Year,Electronic check,52.31,1941.94,37,161.0,6.1,5,5.0,No,DSL,No,Yes,Yes,Yes,No
CID002104,56,Male,35500.0,Suburban,Month-to-Month,Credit card,74.13,153.18,2,101.0,19.7,4,2.0,No,Fiber optic,Yes,No,Yes,No,Yes
CID002105,22,Male,33300.0,Urban,One Year,Mailed check,66.94,1746.42,25,113.0,19.0,5,4.0,No,No,No,No,No,No,No
CID002106,64,Male,37300.0,Suburban,Month-to-Month,Electronic check,93.37,4986.45,54,124.0,8.8,0,3.0,Yes,DSL,No,No,Yes,Yes,No
CID002107,26,Female,40100.0,Urban,One Year,Bank transfer,86.26,169.99,2,141.0,0.1,1,4.0,Yes,Fiber optic,No,Yes,Yes,No,No
CID002108,49,Male,106000.0,Suburban,Month-to-Month,Credit card,80.27,479.25,6,187.0,34.1,1,4.0,Yes,No,No,No,No,No,Yes
CID002109,35,Male,26200.0,Urban,One Year,Electronic check,82.74,80.7,1,207.0,12.6,1,3.0,Yes,DSL,Yes,No,Yes,Yes,No
CID002110,49,Female,38700.0,Urban,Month-to-Month,Mailed check,76.89,6930.02,87,87.0,8.9,1,2.0,No,Fiber optic,No,Yes,Yes,Yes,Yes
CID002111,31,Female,17100.0,Suburban,Month-to-Month,Electronic check,82.4,728.12,9,202.0,5.4,2,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID002112,37,Female,,Suburban,Month-to-Month,Electronic check,121.62,9075.4,75,190.0,47.7,1,5.0,No,DSL,Yes,No,No,No,Yes
CID002113,40,Male,145800.0,Urban,Month-to-Month,Bank transfer,68.28,268.2,4,220.0,10.2,2,4.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID002114,24,Female,47600.0,Urban,One Year,Credit card,43.3,41.65,1,144.0,5.7,1,4.0,No,No,No,No,No,No,Yes
CID002115,51,Female,48600.0,Rural,Month-to-Month,Bank transfer,114.34,346.68,3,233.0,18.5,4,5.0,No,DSL,No,Yes,Yes,Yes,No
CID002116,32,Male,82200.0,Suburban,Month-to-Month,Mailed check,83.61,5060.55,60,266.0,38.1,2,5.0,No,No,No,No,No,No,Yes
CID002117,36,Female,168100.0,Urban,Month-to-Month,Credit card,46.88,596.94,13,500.0,23.1,1,5.0,Yes,DSL,No,No,No,No,Yes
CID002118,25,Male,79700.0,Suburban,Month-to-Month,Electronic check,67.11,63.97,1,202.0,80.6,1,4.0,No,Fiber optic,No,No,Yes,No,No
CID002119,18,Female,36700.0,Suburban,One Year,Credit card,66.98,1468.01,21,235.0,78.5,2,2.0,Yes,DSL,No,Yes,Yes,No,Yes
CID002120,37,Male,19300.0,Urban,Month-to-Month,Mailed check,55.27,54.47,1,143.0,58.2,2,5.0,Yes,Fiber optic,No,No,Yes,No,No
CID002121,76,Female,27400.0,Suburban,One Year,Credit card,41.6,334.09,8,82.0,20.8,1,4.0,No,DSL,Yes,No,Yes,Yes,No
CID002122,51,Male,63000.0,Rural,Month-to-Month,Credit card,86.47,1417.62,17,130.0,36.6,4,2.0,Yes,No,No,No,No,No,Yes
CID002123,39,Female,37800.0,Suburban,Two Year,Credit card,31.59,2002.26,65,139.0,8.5,4,5.0,Yes,No,No,No,No,No,No
CID002124,36,Male,68600.0,Urban,Two Year,Electronic check,44.84,1514.69,34,218.0,21.4,2,5.0,No,Fiber optic,No,No,No,No,No
CID002125,40,Female,40700.0,Rural,One Year,Bank transfer,51.89,574.34,11,136.0,1.7,1,5.0,No,No,No,No,No,No,No
CID002126,48,Female,28500.0,Urban,Two Year,Bank transfer,40.07,41.49,1,246.0,7.6,3,4.0,No,Fiber optic,Yes,No,No,Yes,No
CID002127,22,Male,,Rural,Month-to-Month,Bank transfer,63.03,431.96,7,215.0,9.8,1,4.0,No,Fiber optic,No,No,No,Yes,Yes
CID002128,56,Female,,Urban,Two Year,Mailed check,48.02,2241.24,45,255.0,11.2,3,5.0,No,Fiber optic,No,No,No,Yes,No
CID002129,50,Other,111600.0,Suburban,One Year,Electronic check,15.0,104.56,7,500.0,4.4,1,,No,Fiber optic,Yes,No,No,Yes,No
CID002130,50,Male,201100.0,Suburban,Two Year,Electronic check,52.77,576.56,11,366.0,2.2,1,1.0,No,No,No,No,No,No,Yes
CID002131,46,Male,87400.0,Urban,One Year,Electronic check,72.35,5441.64,76,135.0,21.6,1,5.0,No,DSL,Yes,Yes,No,No,No
CID002132,40,Female,44300.0,Suburban,One Year,Credit card,82.04,3834.37,45,120.0,16.9,1,3.0,No,Fiber optic,No,No,Yes,No,No
CID002133,50,Male,151200.0,Suburban,Month-to-Month,Credit card,68.98,874.41,13,188.0,22.0,3,,No,Fiber optic,No,No,No,Yes,No
CID002134,48,Male,58500.0,Urban,Month-to-Month,Electronic check,26.92,1672.92,60,126.0,3.5,0,5.0,Yes,DSL,No,No,Yes,No,No
CID002135,34,Male,69900.0,Suburban,Month-to-Month,Credit card,86.74,249.53,3,259.0,73.8,3,4.0,Yes,Fiber optic,No,Yes,No,No,Yes
CID002136,31,Male,,Suburban,Two Year,Electronic check,50.72,3499.94,66,,13.3,0,4.0,No,DSL,No,No,No,No,No
CID002137,41,Male,7600.0,Urban,Month-to-Month,Mailed check,85.06,3148.17,37,91.0,14.9,1,3.0,No,DSL,No,No,Yes,No,No
CID002138,63,Male,184100.0,Rural,Month-to-Month,Electronic check,72.19,606.33,8,150.0,19.8,2,3.0,No,No,No,No,No,No,No
CID002139,21,Female,84400.0,Rural,Month-to-Month,Credit card,81.07,245.84,3,214.0,29.3,1,4.0,Yes,Fiber optic,No,No,No,No,Yes
CID002140,18,Female,75400.0,Urban,Month-to-Month,Bank transfer,51.87,199.55,4,101.0,12.1,3,,No,Fiber optic,Yes,No,Yes,No,Yes
CID002141,42,Male,57300.0,Suburban,Two Year,Electronic check,38.48,404.69,11,219.0,3.9,0,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID002142,40,Female,67100.0,Urban,Two Year,Bank transfer,48.72,1133.43,24,349.0,38.2,3,1.0,No,DSL,Yes,No,Yes,Yes,No
CID002143,42,Female,39400.0,Suburban,Month-to-Month,Electronic check,69.27,68.72,1,261.0,7.5,4,1.0,No,Fiber optic,Yes,Yes,Yes,Yes,No
CID002144,43,Female,,Rural,Month-to-Month,Electronic check,53.92,55.25,1,,14.6,1,4.0,No,Fiber optic,Yes,Yes,No,Yes,Yes
CID002145,36,Male,,Urban,Month-to-Month,Electronic check,54.23,515.22,10,70.0,25.0,2,3.0,Yes,Fiber optic,No,Yes,Yes,No,No
CID002146,62,Male,68200.0,Rural,Month-to-Month,Electronic check,53.5,678.62,13,120.0,,2,4.0,No,Fiber optic,Yes,No,Yes,No,No
CID002147,18,Female,88700.0,Suburban,Month-to-Month,Credit card,93.31,282.38,3,72.0,0.9,5,4.0,Yes,DSL,Yes,Yes,Yes,No,Yes
CID002148,27,Female,52100.0,Urban,Month-to-Month,Bank transfer,50.81,1891.76,38,134.0,18.3,2,4.0,No,Fiber optic,No,No,No,No,No
CID002149,38,Female,77600.0,Rural,Month-to-Month,Electronic check,80.26,237.34,3,130.0,68.8,2,5.0,No,DSL,Yes,No,Yes,Yes,No
CID002150,18,Female,29900.0,Suburban,Month-to-Month,Electronic check,54.16,4883.45,92,74.0,7.4,2,4.0,Yes,No,No,No,No,No,No
CID002151,37,Male,30500.0,Suburban,One Year,Electronic check,66.84,139.74,2,,3.0,2,5.0,Yes,No,No,No,No,No,Yes
CID002152,64,Female,70700.0,Suburban,Month-to-Month,Electronic check,97.28,186.11,2,271.0,22.7,3,5.0,Yes,DSL,No,No,No,No,No
CID002153,40,Male,96300.0,Urban,Month-to-Month,Mailed check,92.21,383.87,4,128.0,4.1,0,5.0,No,DSL,Yes,No,Yes,Yes,No
CID002154,43,Male,16100.0,Urban,Month-to-Month,Electronic check,64.11,125.95,2,277.0,52.8,0,2.0,No,Fiber optic,No,No,Yes,Yes,Yes
CID002155,21,Female,86300.0,Rural,Two Year,Bank transfer,52.72,359.69,7,186.0,32.1,1,1.0,No,DSL,No,Yes,Yes,No,Yes
CID002156,30,Male,40900.0,Suburban,Month-to-Month,Mailed check,61.15,5142.99,81,241.0,3.2,3,4.0,No,No,No,No,No,No,No
